real_category,Status,Channel,date,num_of_ticket
Complaint::DigiPay::Failed Transaction Refund,Closed,Instagram,2025-09-17,1
Complaint::DigiPay::Failed Transaction Refund,Closed,Instagram,2025-10-01,1
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-08-20,6
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-08-22,1
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-08-23,2
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-08-24,2
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-08-25,3
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-08-27,3
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-08-28,2
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-08-29,3
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-08-31,3
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-01,3
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-02,3
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-04,3
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-05,1
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-06,2
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-08,2
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-10,2
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-11,1
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-13,1
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-16,2
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-17,29
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-09-23,1
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-10-02,1
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-10-03,1
Complaint::DigiPay::Failed Transaction Refund,Closed,Slack,2025-10-04,1
Complaint::DigiPay::Failed Transaction Refund,Closed,Web,2025-09-11,1
Complaint::DigiPay::Failed Transaction Refund,Closed,Web,2025-09-12,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-08-27,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-08-29,3
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-08-30,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-08-31,19
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-09-01,44
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-09-02,17
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-09-03,36
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-09-04,26
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-09-05,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-09-06,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-09-08,2
Complaint::DigiPay::Mismatch Status Issue,Closed,Chat,2025-09-15,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Instagram,2025-08-31,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Instagram,2025-09-01,13
Complaint::DigiPay::Mismatch Status Issue,Closed,Instagram,2025-09-02,2
Complaint::DigiPay::Mismatch Status Issue,Closed,Instagram,2025-09-03,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Slack,2025-08-24,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Slack,2025-08-26,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Slack,2025-08-27,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Slack,2025-08-30,2
Complaint::DigiPay::Mismatch Status Issue,Closed,Slack,2025-08-31,17
Complaint::DigiPay::Mismatch Status Issue,Closed,Slack,2025-09-01,29
Complaint::DigiPay::Mismatch Status Issue,Closed,Slack,2025-09-02,17
Complaint::DigiPay::Mismatch Status Issue,Closed,Slack,2025-09-03,23
Complaint::DigiPay::Mismatch Status Issue,Closed,Slack,2025-09-04,11
Complaint::DigiPay::Mismatch Status Issue,Closed,Slack,2025-09-05,3
Complaint::DigiPay::Mismatch Status Issue,Closed,Slack,2025-09-07,1
Complaint::DigiPay::Mismatch Status Issue,Closed,Web,2025-09-04,1
Complaint::DigiPay::Other,Closed,Chat,2025-08-20,1
Complaint::DigiPay::Other,Closed,Chat,2025-08-21,1
Complaint::DigiPay::Other,Closed,Chat,2025-08-22,1
Complaint::DigiPay::Other,Closed,Chat,2025-08-23,5
Complaint::DigiPay::Other,Closed,Chat,2025-08-26,1
Complaint::DigiPay::Other,Closed,Chat,2025-08-27,1
Complaint::DigiPay::Other,Closed,Chat,2025-08-28,3
Complaint::DigiPay::Other,Closed,Chat,2025-08-29,1
Complaint::DigiPay::Other,Closed,Chat,2025-08-30,1
Complaint::DigiPay::Other,Closed,Chat,2025-09-03,2
Complaint::DigiPay::Other,Closed,Chat,2025-09-04,3
Complaint::DigiPay::Other,Closed,Chat,2025-09-08,1
Complaint::DigiPay::Other,Closed,Chat,2025-09-09,2
Complaint::DigiPay::Other,Closed,Chat,2025-09-11,1
Complaint::DigiPay::Other,Closed,Chat,2025-09-18,2
Complaint::DigiPay::Other,Closed,Chat,2025-09-22,1
Complaint::DigiPay::Other,Closed,Chat,2025-10-02,1
Complaint::DigiPay::Other,Closed,Instagram,2025-08-28,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-08-20,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-08-21,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-08-23,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-08-25,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-08-26,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-08-27,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-08-28,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-09-04,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-09-05,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-09-13,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-09-16,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-09-17,1
Complaint::DigiPay::Other Issues,Closed,Chat,2025-10-02,1
Complaint::DigiPay::Other Issues,Closed,Instagram,2025-08-28,1
Complaint::DigiPay::Other Issues,Closed,Instagram,2025-09-17,1
Complaint::DigiPay::Other Issues,Closed,Slack,2025-08-25,1
Complaint::DigiPay::Other Issues,Closed,Slack,2025-08-26,2
Complaint::DigiPay::Other Issues,Closed,Slack,2025-08-27,1
Complaint::DigiPay::Other Issues,Closed,Slack,2025-08-28,2
Complaint::DigiPay::Other Issues,Closed,Slack,2025-08-30,2
Complaint::DigiPay::Other Issues,Closed,Slack,2025-09-12,1
Complaint::DigiPay::Other Issues,Closed,Slack,2025-09-16,1
Complaint::DigiPay::Other Issues,Closed,Slack,2025-09-17,1
Complaint::DigiPay::Other Issues,Closed,Slack,2025-09-21,1
Complaint::DigiPay::Other Issues,Closed,Slack,2025-09-30,1
Complaint::DigiPay::Pending Transaction,BP BDI FU,Slack,2025-11-19,2
Complaint::DigiPay::Pending Transaction,BP DOKU FU,Slack,2025-11-20,1
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-20,25
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-21,14
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-22,13
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-23,12
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-24,2
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-25,24
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-26,20
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-27,14
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-28,16
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-29,16
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-30,22
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-08-31,4
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-01,16
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-02,17
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-03,31
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-04,36
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-05,21
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-06,24
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-07,8
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-08,19
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-09,19
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-10,37
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-11,31
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-12,43
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-13,7
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-14,11
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-15,17
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-16,40
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-17,22
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-18,31
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-19,32
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-20,21
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-21,7
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-22,29
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-23,45
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-24,19
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-25,102
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-26,34
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-27,11
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-28,3
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-29,94
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-09-30,60
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-01,22
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-02,15
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-03,8
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-04,16
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-05,5
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-06,12
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-07,9
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-08,21
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-09,37
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-10,25
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-11,8
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-12,2
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-13,16
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-14,55
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-15,67
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-16,172
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-17,88
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-18,90
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-19,277
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-20,324
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-21,27
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-22,11
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-23,8
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-24,6
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-26,2
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-27,7
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-28,11
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-29,6
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-30,4
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-10-31,45
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-01,3
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-02,2
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-03,324
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-04,117
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-05,26
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-06,19
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-07,14
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-08,4
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-09,3
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-10,7
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-11,12
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-12,5
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-13,6
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-14,4
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-15,13
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-16,12
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-17,19
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-18,13
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-19,8
Complaint::DigiPay::Pending Transaction,Closed,Chat,2025-11-20,3
Complaint::DigiPay::Pending Transaction,Closed,Email,2025-08-20,1
Complaint::DigiPay::Pending Transaction,Closed,Email,2025-08-26,1
Complaint::DigiPay::Pending Transaction,Closed,Email,2025-11-11,1
Complaint::DigiPay::Pending Transaction,Closed,Email,2025-11-17,1
Complaint::DigiPay::Pending Transaction,Closed,Facebook,2025-08-20,1
Complaint::DigiPay::Pending Transaction,Closed,Facebook,2025-09-08,1
Complaint::DigiPay::Pending Transaction,Closed,Facebook,2025-09-12,1
Complaint::DigiPay::Pending Transaction,Closed,Facebook,2025-09-19,1
Complaint::DigiPay::Pending Transaction,Closed,Facebook,2025-09-25,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-08-20,6
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-08-21,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-08-22,7
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-08-25,4
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-08-27,2
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-08-28,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-08-29,4
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-08-30,3
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-01,8
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-02,2
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-03,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-04,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-05,5
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-06,2
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-07,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-08,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-10,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-11,4
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-12,9
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-13,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-14,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-15,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-16,2
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-17,5
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-18,8
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-19,12
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-20,4
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-21,2
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-22,7
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-23,8
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-24,4
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-25,8
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-26,3
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-29,8
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-09-30,21
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-10-01,3
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-10-02,2
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-10-03,2
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-10-04,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-10-05,3
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-10-07,1
Complaint::DigiPay::Pending Transaction,Closed,Instagram,2025-10-08,1
Complaint::DigiPay::Pending Transaction,Closed,PlayStore,2025-10-17,2
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-20,48
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-21,26
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-22,47
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-23,14
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-24,3
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-25,40
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-26,18
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-27,22
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-28,44
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-29,24
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-30,24
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-08-31,12
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-01,40
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-02,29
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-03,25
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-04,38
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-05,21
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-06,24
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-07,15
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-08,18
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-09,29
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-10,48
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-11,48
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-12,66
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-13,17
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-14,9
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-15,36
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-16,84
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-17,44
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-18,46
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-19,103
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-20,78
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-21,17
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-22,122
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-23,177
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-24,83
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-25,156
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-26,25
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-27,3
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-28,7
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-29,111
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-09-30,75
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-01,38
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-02,25
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-03,14
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-04,5
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-05,2
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-06,7
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-07,18
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-08,21
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-09,39
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-10,27
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-11,14
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-12,6
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-13,29
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-14,78
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-15,105
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-16,141
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-17,119
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-18,58
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-19,182
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-20,101
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-21,21
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-22,21
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-23,18
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-24,12
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-25,5
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-26,5
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-27,11
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-28,12
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-29,17
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-30,34
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-10-31,87
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-01,8
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-02,5
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-03,317
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-04,108
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-05,27
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-06,28
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-07,12
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-08,9
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-10,11
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-11,13
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-12,4
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-13,6
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-14,11
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-15,9
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-16,10
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-17,15
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-18,14
Complaint::DigiPay::Pending Transaction,Closed,Slack,2025-11-19,12
Complaint::DigiPay::Pending Transaction,Closed,Web,2025-08-20,1
Complaint::DigiPay::Pending Transaction,Closed,Web,2025-08-29,1
Complaint::DigiPay::Pending Transaction,Closed,Web,2025-09-02,1
Complaint::DigiPay::Pending Transaction,Closed,Web,2025-09-16,1
Complaint::DigiPay::Pending Transaction,Closed,Web,2025-10-15,2
Complaint::DigiPay::Pending Transaction,Closed,Web,2025-10-19,1
Complaint::DigiPay::Pending Transaction,Closed,Web,2025-10-20,1
Complaint::DigiPay::Pending Transaction,Helpdesk FU,Chat,2025-11-17,1
Complaint::DigiPay::Pending Transaction,Helpdesk FU,Chat,2025-11-20,1
Complaint::DigiPay::Refund Issue,Closed,Chat,2025-10-17,1
Complaint::DigiPay::Refund Issue,Closed,Chat,2025-10-20,2
Complaint::DigiPay::Refund Issue,Closed,Chat,2025-10-30,1
Complaint::DigiPay::Refund Issue,Closed,Chat,2025-10-31,1
Complaint::DigiPay::Refund Issue,Closed,Chat,2025-11-02,1
Complaint::DigiPay::Refund Issue,Closed,Chat,2025-11-03,1
Complaint::DigiPay::Refund Issue,Closed,Chat,2025-11-05,1
Complaint::DigiPay::Refund Issue,Closed,Chat,2025-11-06,1
Complaint::DigiPay::Refund Issue,Closed,Chat,2025-11-07,1
Complaint::DigiPay::Refund Issue,Closed,Chat,2025-11-11,1
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-10-07,1
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-10-09,1
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-10-15,1
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-10-20,4
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-10-21,1
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-10-28,1
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-10-29,1
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-11-01,1
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-11-03,2
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-11-06,1
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-11-16,2
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-11-18,1
Complaint::DigiPay::Refund Issue,Closed,Slack,2025-11-19,1
Complaint::DigiPay::Success But Not Received,BP BDI FU,Chat,2025-11-18,2
Complaint::DigiPay::Success But Not Received,BP BDI FU,Slack,2025-11-18,1
Complaint::DigiPay::Success But Not Received,BP BDI FU,Slack,2025-11-19,3
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-08-20,1
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-08-22,4
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-08-24,1
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-08-25,5
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-08-26,2
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-08-28,2
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-08-29,1
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-08-30,1
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-08-31,4
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-09-01,5
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-09-02,11
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-09-03,5
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-09-04,5
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-09-05,4
Complaint::DigiPay::Success But Not Received,Closed,Chat,2025-09-06,2
